detector,period,scope,n_treatment,n_control,delta,ci_low,ci_high,p_value,material,is_primary,family,view,outlet
fastdetectgpt,post,band_0-150_year_2024,163,649,-0.010937071662869724,-0.11151701059676515,0.09189597965723567,0.8290639936955984,False,False,outlet,own_pre,rte
fastdetectgpt,post,band_0-150_year_2025,217,649,-0.073157569603715,-0.16288369913301565,0.015912818728565026,0.10635266957213177,False,False,outlet,own_pre,rte
fastdetectgpt,post,band_0-150_year_2026,73,649,-0.10944129007746373,-0.2577442640943918,0.04443084196973213,0.12498852489625203,False,False,outlet,own_pre,rte
fastdetectgpt,post,band_150-300,1239,1522,-0.07190848454573706,-0.11451180374151937,-0.028607541370631914,0.0011363883754013252,False,False,outlet,own_pre,rte
fastdetectgpt,post,band_150-300_year_2022,28,1522,-0.10202740754646145,-0.28590552844002254,0.09057748263562974,0.35439385603424856,False,False,outlet,own_pre,rte
fastdetectgpt,post,band_150-300_year_2023,303,1522,-0.07028271815354992,-0.1392564716392795,0.001128227145973361,0.053048783883237804,False,False,outlet,own_pre,rte
fastdetectgpt,post,band_150-300_year_2024,323,1522,-0.031940212283820824,-0.10021124640464109,0.03604126068436924,0.3666629980832308,False,False,outlet,own_pre,rte
fastdetectgpt,post,band_150-300_year_2025,414,1522,-0.0887022542167375,-0.15149736235692932,-0.025617275133786595,0.005589135397776048,False,False,outlet,own_pre,rte
fastdetectgpt,post,band_150-300_year_2026,171,1522,-0.10469450015753357,-0.1957114369366254,-0.01411577564146894,0.02460229840473706,False,False,outlet,own_pre,rte
fastdetectgpt,post,band_300-600,2097,2088,-0.1343951494289416,-0.16865532223555996,-0.09984920758902065,5.1327338886658434e-14,False,False,outlet,own_pre,rte
fastdetectgpt,post,band_300-600_year_2022,16,2088,-0.026580459770114917,-0.34955848898467434,0.2944309746168582,0.8546386155925777,False,False,outlet,own_pre,rte
fastdetectgpt,post,band_300-600_year_2023,553,2088,-0.08152501506931886,-0.13391713953150008,-0.028516650731295053,0.0031577885084397746,False,False,outlet,own_pre,rte
fastdetectgpt,post,band_300-600_year_2024,479,2088,-0.1744474839824347,-0.22999509074620655,-0.11823997752341649,2.4778308368249267e-09,True,False,outlet,own_pre,rte
fastdetectgpt,post,band_300-600_year_2025,741,2088,-0.14480018200526368,-0.19228190391983496,-0.09862898201146839,4.5129750414966e-09,False,False,outlet,own_pre,rte
fastdetectgpt,post,band_300-600_year_2026,308,2088,-0.14759976613424886,-0.22051674379260586,-0.07337413544310098,2.8212201288679342e-05,False,False,outlet,own_pre,rte
fastdetectgpt,post,band_600-inf,1696,1349,-0.14566039484174165,-0.1868908398254472,-0.10409199861532648,4.698341761661829e-12,False,False,outlet,own_pre,rte
fastdetectgpt,post,band_600-inf_year_2022,16,1349,0.17661230541141593,-0.10786925500370649,0.4546932913269087,0.2241185923475436,True,False,outlet,own_pre,rte
fastdetectgpt,post,band_600-inf_year_2023,411,1349,-0.005264781157169662,-0.06759868984685416,0.05849714756718053,0.8715041770155857,False,False,outlet,own_pre,rte
fastdetectgpt,post,band_600-inf_year_2024,415,1349,-0.19459840845963539,-0.2562105799030071,-0.13241196066698224,1.9394809511202245e-09,True,False,outlet,own_pre,rte
fastdetectgpt,post,band_600-inf_year_2025,588,1349,-0.18289309793598685,-0.23732520435898605,-0.12742989894252738,1.4672647205354043e-10,True,False,outlet,own_pre,rte
