detector,period,scope,n_treatment,n_control,delta,ci_low,ci_high,p_value,material,is_primary,family,view,outlet
fastdetectgpt,post,band_600-inf_year_2026,266,1349,-0.22331774581004027,-0.2988693936472018,-0.1469423187323386,8.226898186665308e-09,True,False,outlet,own_pre,rte
fastdetectgpt,post,post_all,5608,5608,-0.14623482145945976,-0.16731089877462604,-0.1252394779162029,5.170273210524632e-41,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,year_2022,71,5608,-0.08701854493580596,-0.2168536898997408,0.04726070402443187,0.20699106870798167,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,year_2023,1398,5608,-0.08475553011332682,-0.11896302339392528,-0.05195365832379257,9.087677050307123e-07,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,year_2024,1364,5608,-0.14190086637857102,-0.17428370028572504,-0.10789152671508236,3.939202184100572e-16,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,year_2025,1935,5608,-0.16659165385735397,-0.19451929598543236,-0.13787035501148232,7.136911149249894e-28,True,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,year_2026,840,5608,-0.2137032130969363,-0.2538338513008627,-0.17313771567828276,1.465325303002344e-23,True,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_0-150,144,334,-0.23207751164337986,-0.34198374085163014,-0.11822188955422486,5.635984268106704e-05,True,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_0-150_year_2023,29,334,-0.31344208135453233,-0.5228319223621721,-0.09209167871154245,0.005116554298618781,True,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_0-150_year_2024,38,334,-0.04758903246139301,-0.26284273558146865,0.16704617081626197,0.631213832540996,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_0-150_year_2025,63,334,-0.2360041821119665,-0.38076466115388274,-0.08326204733390363,0.0029622276288829522,True,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_0-150_year_2026,14,334,-0.5466210436270317,-0.7502138579982891,-0.31223267750213857,0.0005318328821478357,True,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_150-300,641,972,-0.1476184973324859,-0.2047407760507951,-0.09194922735181013,5.073620399088584e-07,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_150-300_year_2022,8,972,-0.15946502057613166,-0.5162294238683127,0.19883616255144002,0.4442250527227061,True,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_150-300_year_2023,191,972,-0.05722534634692866,-0.14586619050697006,0.029744091095167353,0.21069889882054949,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_150-300_year_2024,161,972,-0.14970733328221253,-0.24305523605040513,-0.05573288091404031,0.002319359225812484,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_150-300_year_2025,206,972,-0.20718965999440653,-0.292750409524951,-0.11927938591234173,2.9170329531436223e-06,True,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_150-300_year_2026,75,972,-0.20844993141289436,-0.32932784636488344,-0.08767695473251039,0.002603521667581217,True,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_300-600,2462,2507,-0.1411310718290979,-0.17315365068790325,-0.10895944645002113,7.02999151723306e-18,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_300-600_year_2022,37,2507,-0.05229681216916959,-0.23494270097780273,0.13500630666566044,0.5845577194928875,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_300-600_year_2023,641,2507,-0.08004234010604938,-0.1298149580550434,-0.0291415860862596,0.0017372598162712326,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_300-600_year_2024,633,2507,-0.14863469174148092,-0.19628673206333486,-0.09996496382010307,7.182212420028495e-09,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_300-600_year_2025,802,2507,-0.15180735834924053,-0.1965580912099488,-0.10639011267204943,9.147462589772903e-11,True,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_300-600_year_2026,349,2507,-0.22460548858611362,-0.2863685405792149,-0.16158418319821974,9.902961971516322e-12,True,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_600-inf,2361,1795,-0.08835994379417622,-0.12331234463466804,-0.054001927798404674,1.0260210157629549e-06,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_600-inf_year_2022,26,1795,-0.03471180629955006,-0.25789693593314766,0.18843261195628871,0.7610527901566434,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_600-inf_year_2023,537,1795,-0.0316324572187382,-0.08559675905033122,0.022319032279817155,0.2654375203080058,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_600-inf_year_2024,532,1795,-0.08306699897375747,-0.13846953735313217,-0.026172482040756548,0.003569013895919457,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_600-inf_year_2025,864,1795,-0.11012973279686367,-0.15563696095120189,-0.06405911482513149,4.107601526011807e-06,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,band_600-inf_year_2026,402,1795,-0.1278232791474383,-0.1922172563367009,-0.06575271275932316,6.035664382242961e-05,False,False,outlet,own_pre,irish_examiner
fastdetectgpt,post,post_all,5608,5608,0.026934532591508686,0.005957097029717129,0.048318045623635335,0.013502231680792655,False,False,outlet,own_pre,the_liberal
fastdetectgpt,post,year_2022,75,5608,0.03893485496909177,-0.08259189253447458,0.16074251069900136,0.5618675378846736,False,False,outlet,own_pre,the_liberal
fastdetectgpt,post,year_2023,1485,5608,0.1024003708026533,0.06997563005230611,0.13399386158301996,1.2251534924174799e-09,False,False,outlet,own_pre,the_liberal
fastdetectgpt,post,year_2024,1433,5608,-0.1296557703928094,-0.16059861896025318,-0.09847551673265087,3.291194624441436e-14,False,False,outlet,own_pre,the_liberal
fastdetectgpt,post,year_2025,1885,5608,0.054474850251819085,0.025324332991520305,0.0831740181703289,0.00039453188622060357,False,False,outlet,own_pre,the_liberal
fastdetectgpt,post,year_2026,730,5608,0.1084600277490082,0.06805632364723592,0.14987436001406984,1.805826312598864e-06,False,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_0-150,1539,3227,-0.10539021289868034,-0.13985118456138734,-0.07003008042319983,3.817510799416124e-09,False,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_0-150_year_2022,33,3227,0.06209914452864562,-0.13861969556112727,0.25794715046341943,0.5388478328709075,False,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_0-150_year_2023,802,3227,0.008681426276267779,-0.036233401621449945,0.054938111801376664,0.703176201628527,False,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_0-150_year_2024,438,3227,-0.2651557279970794,-0.31966183585132857,-0.21013378132282837,1.9189735671408502e-19,True,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_0-150_year_2025,211,3227,-0.21416601923638967,-0.2934103836556777,-0.1318195703608623,1.7936102255336884e-07,True,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_0-150_year_2026,55,3227,-0.17963771586331234,-0.3338822999126687,-0.02241259824773936,0.022157808532349124,True,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_150-300,1814,1997,0.3096662634525107,0.27536659178403766,0.3439501313712575,2.078370679542565e-61,True,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_150-300_year_2022,15,1997,0.11447170756134195,-0.19906860290435652,0.4103188115506592,0.44449865570190017,False,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_150-300_year_2023,408,1997,0.27938230875725356,0.22002004231837963,0.3396149371115496,5.343540798015363e-19,True,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_150-300_year_2024,653,1997,0.187953446249006,0.13891775642023524,0.23724698839990457,5.190685359375318e-13,True,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_150-300_year_2025,532,1997,0.4349098836224261,0.3855094201452554,0.48318116272152584,9.328373372910152e-54,True,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_150-300_year_2026,206,1997,0.44623245547933554,0.3721744023802695,0.517593015737198,4.599446594363757e-26,True,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_300-600,1642,337,0.43468737914608013,0.37701191280807583,0.49312456402230753,2.505559838927948e-36,True,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_300-600_year_2022,22,337,0.3318046938224979,0.1402684111141084,0.5101227407607228,0.009133842563604607,True,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_300-600_year_2023,247,337,0.3712322348898953,0.28177536971852146,0.4592204375352899,1.7241405118123338e-14,True,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_300-600_year_2024,302,337,0.23786035726216914,0.1487776838878298,0.32491599033151886,2.046193381865047e-07,True,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_300-600_year_2025,782,337,0.4813724225337148,0.4184050255375018,0.5427459075489312,1.8809324618252325e-37,True,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_300-600_year_2026,289,337,0.5761091659564856,0.5030838972000041,0.6462173872865606,1.6622107377771527e-35,True,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_600-inf,613,47,0.19843115476727635,0.036616222970393165,0.3549703238346465,0.02328788519485006,True,False,outlet,own_pre,the_liberal
fastdetectgpt,post,band_600-inf_year_2022,5,47,0.16595744680851054,-0.42978723404255315,0.7276595744680852,0.5662780496814109,True,False,outlet,own_pre,the_liberal
