model,scope,outlet,fpr_target,generator,year,n,value,band
tfidf,lower_bound,gript,0.05,gpt2-large,post_all,5533,0.15008023956574032,
tfidf,lower_bound,gript,0.05,gptneo-1.3b,post_all,5533,0.1436727645490692,
tfidf,lower_bound,gript,0.05,llama2-7b,post_all,5533,0.12345215324216317,
tfidf,lower_bound,gript,0.05,mistral-7b,post_all,5533,0.12342358296832791,
tfidf,lower_bound,gript,0.05,qwen2.5-7b,post_all,5533,0.12425752609649228,
tfidf,post_rate,gript,0.05,,2022,165,0.09696969696969697,
tfidf,lower_bound,gript,0.05,claude-opus-4-6,2022,165,0.04996776273372018,
tfidf,lower_bound,gript,0.05,gpt-4.1,2022,165,0.047928262213976495,
tfidf,lower_bound,gript,0.05,gpt2-large,2022,165,0.05749738766980146,
tfidf,lower_bound,gript,0.05,gptneo-1.3b,2022,165,0.05504261363636363,
tfidf,lower_bound,gript,0.05,llama2-7b,2022,165,0.04729587542087542,
tfidf,lower_bound,gript,0.05,mistral-7b,2022,165,0.0472849298352654,
tfidf,lower_bound,gript,0.05,qwen2.5-7b,2022,165,0.0476044226044226,
tfidf,post_rate,gript,0.05,,2023,1440,0.10347222222222222,
tfidf,lower_bound,gript,0.05,claude-opus-4-6,2023,1440,0.0568853427895981,
tfidf,lower_bound,gript,0.05,gpt-4.1,2023,1440,0.05456349206349206,
tfidf,lower_bound,gript,0.05,gpt2-large,2023,1440,0.06545737547892719,
tfidf,lower_bound,gript,0.05,gptneo-1.3b,2023,1440,0.06266276041666666,
tfidf,lower_bound,gript,0.05,llama2-7b,2023,1440,0.05384355709876543,
tfidf,lower_bound,gript,0.05,mistral-7b,2023,1440,0.053831096196868,
tfidf,lower_bound,gript,0.05,qwen2.5-7b,2023,1440,0.05419481981981981,
tfidf,post_rate,gript,0.05,,2024,1406,0.16073968705547653,
tfidf,lower_bound,gript,0.05,claude-opus-4-6,2024,1406,0.11780817771859206,
tfidf,lower_bound,gript,0.05,gpt-4.1,2024,1406,0.1129996806688536,
tfidf,lower_bound,gript,0.05,gpt2-large,2024,1406,0.13556065139549714,
tfidf,lower_bound,gript,0.05,gptneo-1.3b,2024,1406,0.12977307076813654,
tfidf,lower_bound,gript,0.05,llama2-7b,2024,1406,0.11150871266002844,
tfidf,lower_bound,gript,0.05,mistral-7b,2024,1406,0.11148290643168779,
tfidf,lower_bound,gript,0.05,qwen2.5-7b,2024,1406,0.11223616931298297,
tfidf,post_rate,gript,0.05,,2025,1787,0.2059317291550084,
tfidf,lower_bound,gript,0.05,claude-opus-4-6,2025,1787,0.16588481825000895,
tfidf,lower_bound,gript,0.05,gpt-4.1,2025,1787,0.15911400934184533,
tfidf,lower_bound,gript,0.05,gpt2-large,2025,1787,0.19088194431044134,
tfidf,lower_bound,gript,0.05,gptneo-1.3b,2025,1787,0.18273249510352546,
tfidf,lower_bound,gript,0.05,llama2-7b,2025,1787,0.15701458838525154,
tfidf,lower_bound,gript,0.05,mistral-7b,2025,1787,0.1569782508271897,
tfidf,lower_bound,gript,0.05,qwen2.5-7b,2025,1787,0.15803891468413014,
tfidf,post_rate,gript,0.05,,2026,735,0.26666666666666666,
tfidf,lower_bound,gript,0.05,claude-opus-4-6,2026,735,0.23049645390070925,
tfidf,lower_bound,gript,0.05,gpt-4.1,2026,735,0.22108843537414968,
tfidf,lower_bound,gript,0.05,gpt2-large,2026,735,0.26522988505747125,
tfidf,lower_bound,gript,0.05,gptneo-1.3b,2026,735,0.25390625,
tfidf,lower_bound,gript,0.05,llama2-7b,2026,735,0.2181712962962963,
tfidf,lower_bound,gript,0.05,mistral-7b,2026,735,0.21812080536912754,
tfidf,lower_bound,gript,0.05,qwen2.5-7b,2026,735,0.2195945945945946,
tfidf,drift_placebo,rte,0.01,,2021,1422,0.009845288326300985,
tfidf,drift_placebo,rte,0.01,,2022,1317,0.009870918754745633,
tfidf,drift_placebo,irish_examiner,0.01,,2021,1423,0.004216444132115249,
tfidf,drift_placebo,irish_examiner,0.01,,2022,1281,0.00468384074941452,
tfidf,drift_placebo,the_liberal,0.01,,2021,1404,0.017806267806267807,
tfidf,drift_placebo,the_liberal,0.01,,2022,1293,0.03944315545243619,
tfidf,drift_placebo,gript,0.01,,2021,1498,0.012016021361815754,
tfidf,drift_placebo,gript,0.01,,2022,2457,0.016687016687016686,
tfidf,drift_placebo,rte,0.05,,2021,1422,0.04781997187060478,
tfidf,drift_placebo,rte,0.05,,2022,1317,0.05694760820045558,
tfidf,drift_placebo,irish_examiner,0.05,,2021,1423,0.03232607167955025,
tfidf,drift_placebo,irish_examiner,0.05,,2022,1281,0.04918032786885246,
tfidf,drift_placebo,the_liberal,0.05,,2021,1404,0.06908831908831908,
tfidf,drift_placebo,the_liberal,0.05,,2022,1293,0.1430781129156999,
tfidf,drift_placebo,gript,0.05,,2021,1498,0.06008010680907877,
tfidf,drift_placebo,gript,0.05,,2022,2457,0.07407407407407407,
tfidf,trajectory,rte,0.01,,2019,1411,0.010630758327427357,
tfidf,trajectory,rte,0.01,,2020,1383,0.0072306579898770785,
tfidf,trajectory,rte,0.01,,2021,1422,0.009845288326300985,
tfidf,trajectory,rte,0.01,,2022,1385,0.009386281588447653,
tfidf,trajectory,rte,0.01,,2023,1363,0.010271460014673514,
tfidf,trajectory,rte,0.01,,2024,1363,0.016874541452677916,
tfidf,trajectory,rte,0.01,,2025,1932,0.024327122153209108,
tfidf,trajectory,rte,0.01,,2026,807,0.027261462205700124,
tfidf,drift_slope,rte,0.01,,,4,-0.00011187998805185209,
tfidf,drift_extrapolated_2026,rte,0.01,,2026,4,0.008657906623727979,
tfidf,trajectory,irish_examiner,0.01,,2019,1417,0.01058574453069866,
tfidf,trajectory,irish_examiner,0.01,,2020,1412,0.004957507082152974,
tfidf,trajectory,irish_examiner,0.01,,2021,1423,0.0028109627547434997,
tfidf,trajectory,irish_examiner,0.01,,2022,1352,0.005917159763313609,
tfidf,trajectory,irish_examiner,0.01,,2023,1374,0.008005822416302766,
tfidf,trajectory,irish_examiner,0.01,,2024,1350,0.016296296296296295,
tfidf,trajectory,irish_examiner,0.01,,2025,1911,0.01674515960230246,
tfidf,trajectory,irish_examiner,0.01,,2026,827,0.013301088270858524,
tfidf,drift_slope,irish_examiner,0.01,,,4,-0.0016152298629564714,
tfidf,drift_extrapolated_2026,irish_examiner,0.01,,2026,4,-0.0028159207135347586,
tfidf,trajectory,the_liberal,0.01,,2019,1421,0.01055594651653765,
tfidf,trajectory,the_liberal,0.01,,2020,1415,0.0176678445229682,
tfidf,trajectory,the_liberal,0.01,,2021,1404,0.02207977207977208,
tfidf,trajectory,the_liberal,0.01,,2022,1368,0.05263157894736842,
tfidf,trajectory,the_liberal,0.01,,2023,1461,0.08966461327857632,
tfidf,trajectory,the_liberal,0.01,,2024,1416,0.1327683615819209,
tfidf,trajectory,the_liberal,0.01,,2025,1864,0.3267167381974249,
tfidf,trajectory,the_liberal,0.01,,2026,717,0.4072524407252441,
tfidf,drift_slope,the_liberal,0.01,,,4,0.013063882484924464,
tfidf,drift_extrapolated_2026,the_liberal,0.01,,2026,4,0.09758513918375655,
tfidf,trajectory,gript,0.01,,2019,381,0.010498687664041995,
tfidf,trajectory,gript,0.01,,2020,1197,0.003341687552213868,
tfidf,trajectory,gript,0.01,,2021,1498,0.006008010680907877,
tfidf,trajectory,gript,0.01,,2022,2622,0.007627765064836003,
tfidf,trajectory,gript,0.01,,2023,1440,0.013888888888888888,
tfidf,trajectory,gript,0.01,,2024,1406,0.034139402560455195,
tfidf,trajectory,gript,0.01,,2025,1787,0.05763850027979855,
tfidf,trajectory,gript,0.01,,2026,735,0.08571428571428572,
tfidf,drift_slope,gript,0.01,,,4,-0.0005946444668929852,
tfidf,drift_extrapolated_2026,gript,0.01,,2026,4,0.0035984931725876468,
tfidf,trajectory,rte,0.05,,2019,1411,0.050318922749822824,
tfidf,trajectory,rte,0.05,,2020,1383,0.025307302964569775,
tfidf,trajectory,rte,0.05,,2021,1422,0.04008438818565401,
tfidf,trajectory,rte,0.05,,2022,1385,0.04548736462093863,
tfidf,trajectory,rte,0.05,,2023,1363,0.06749816581071166,
tfidf,trajectory,rte,0.05,,2024,1363,0.07850330154071901,
tfidf,trajectory,rte,0.05,,2025,1932,0.09989648033126294,
tfidf,trajectory,rte,0.05,,2026,807,0.11771995043370508,
tfidf,drift_slope,rte,0.05,,,4,2.8241083440228386e-05,
tfidf,drift_extrapolated_2026,rte,0.05,,2026,4,0.04045482058916758,
tfidf,trajectory,irish_examiner,0.05,,2019,1417,0.05010585744530699,
tfidf,trajectory,irish_examiner,0.05,,2020,1412,0.02762039660056657,
tfidf,trajectory,irish_examiner,0.05,,2021,1423,0.023893183415319746,
tfidf,trajectory,irish_examiner,0.05,,2022,1352,0.034023668639053255,
tfidf,trajectory,irish_examiner,0.05,,2023,1374,0.04512372634643377,
tfidf,trajectory,irish_examiner,0.05,,2024,1350,0.05703703703703704,
tfidf,trajectory,irish_examiner,0.05,,2025,1911,0.05599162742019885,
tfidf,trajectory,irish_examiner,0.05,,2026,827,0.06408706166868199,
tfidf,drift_slope,irish_examiner,0.05,,,4,-0.005197377960401332,
tfidf,drift_extrapolated_2026,irish_examiner,0.05,,2026,4,0.00532519774284701,
tfidf,trajectory,the_liberal,0.05,,2019,1421,0.050668543279380716,
tfidf,trajectory,the_liberal,0.05,,2020,1415,0.09187279151943463,
tfidf,trajectory,the_liberal,0.05,,2021,1404,0.10612535612535613,
tfidf,trajectory,the_liberal,0.05,,2022,1368,0.1915204678362573,
tfidf,trajectory,the_liberal,0.05,,2023,1461,0.2874743326488706,
tfidf,trajectory,the_liberal,0.05,,2024,1416,0.4081920903954802,
tfidf,trajectory,the_liberal,0.05,,2025,1864,0.6491416309012875,
tfidf,trajectory,the_liberal,0.05,,2026,717,0.7308228730822873,
tfidf,drift_slope,the_liberal,0.05,,,4,0.04368083382764014,
tfidf,drift_extrapolated_2026,the_liberal,0.05,,2026,4,0.3502913757421453,
tfidf,trajectory,gript,0.05,,2019,381,0.05249343832020997,
tfidf,trajectory,gript,0.05,,2020,1197,0.03926482873851295,
tfidf,trajectory,gript,0.05,,2021,1498,0.0514018691588785,
tfidf,trajectory,gript,0.05,,2022,2622,0.06559877955758962,
tfidf,trajectory,gript,0.05,,2023,1440,0.11805555555555555,
tfidf,trajectory,gript,0.05,,2024,1406,0.17425320056899005,
tfidf,trajectory,gript,0.05,,2025,1787,0.2221600447677672,
tfidf,trajectory,gript,0.05,,2026,735,0.2761904761904762,
tfidf,drift_slope,gript,0.05,,,4,0.005145306413246568,
tfidf,drift_extrapolated_2026,gript,0.05,,2026,4,0.08048891421666049,
tfidf,trajectory_band,rte,0.01,,2019,230,0.0,0-150
tfidf,trajectory_band,rte,0.01,,2020,139,0.0,0-150
tfidf,trajectory_band,rte,0.01,,2021,134,0.0,0-150
tfidf,trajectory_band,rte,0.01,,2022,146,0.02054794520547945,0-150
tfidf,trajectory_band,rte,0.01,,2023,113,0.008849557522123894,0-150
tfidf,trajectory_band,rte,0.01,,2024,161,0.018633540372670808,0-150
tfidf,trajectory_band,rte,0.01,,2025,215,0.004651162790697674,0-150
tfidf,trajectory_band,rte,0.01,,2026,73,0.0,0-150
tfidf,trajectory_band,rte,0.01,,2019,436,0.011467889908256881,150-300
tfidf,trajectory_band,rte,0.01,,2020,390,0.007692307692307693,150-300
tfidf,trajectory_band,rte,0.01,,2021,332,0.006024096385542169,150-300
tfidf,trajectory_band,rte,0.01,,2022,364,0.0,150-300
tfidf,trajectory_band,rte,0.01,,2023,299,0.010033444816053512,150-300
tfidf,trajectory_band,rte,0.01,,2024,318,0.009433962264150943,150-300
tfidf,trajectory_band,rte,0.01,,2025,409,0.007334963325183374,150-300
tfidf,trajectory_band,rte,0.01,,2026,170,0.029411764705882353,150-300
tfidf,trajectory_band,rte,0.01,,2019,491,0.016293279022403257,300-600
tfidf,trajectory_band,rte,0.01,,2020,512,0.009765625,300-600
tfidf,trajectory_band,rte,0.01,,2021,556,0.01618705035971223,300-600
tfidf,trajectory_band,rte,0.01,,2022,520,0.015384615384615385,300-600
tfidf,trajectory_band,rte,0.01,,2023,545,0.012844036697247707,300-600
tfidf,trajectory_band,rte,0.01,,2024,472,0.0211864406779661,300-600
tfidf,trajectory_band,rte,0.01,,2025,725,0.04689655172413793,300-600
tfidf,trajectory_band,rte,0.01,,2026,304,0.039473684210526314,300-600
tfidf,trajectory_band,rte,0.01,,2019,254,0.007874015748031496,600-inf
tfidf,trajectory_band,rte,0.01,,2020,342,0.005847953216374269,600-inf
tfidf,trajectory_band,rte,0.01,,2021,400,0.0075,600-inf
tfidf,trajectory_band,rte,0.01,,2022,355,0.005633802816901409,600-inf
tfidf,trajectory_band,rte,0.01,,2023,406,0.007389162561576354,600-inf
tfidf,trajectory_band,rte,0.01,,2024,412,0.01699029126213592,600-inf
tfidf,trajectory_band,rte,0.01,,2025,583,0.015437392795883362,600-inf
tfidf,trajectory_band,rte,0.01,,2026,260,0.019230769230769232,600-inf
tfidf,trajectory_band,irish_examiner,0.01,,2019,137,0.0,0-150
tfidf,trajectory_band,irish_examiner,0.01,,2020,108,0.0,0-150
tfidf,trajectory_band,irish_examiner,0.01,,2021,52,0.0,0-150
tfidf,trajectory_band,irish_examiner,0.01,,2025,63,0.0,0-150
tfidf,trajectory_band,irish_examiner,0.01,,2019,308,0.006493506493506494,150-300
tfidf,trajectory_band,irish_examiner,0.01,,2020,260,0.0038461538461538464,150-300
tfidf,trajectory_band,irish_examiner,0.01,,2021,203,0.0,150-300
tfidf,trajectory_band,irish_examiner,0.01,,2022,193,0.0051813471502590676,150-300
tfidf,trajectory_band,irish_examiner,0.01,,2023,190,0.005263157894736842,150-300
tfidf,trajectory_band,irish_examiner,0.01,,2024,160,0.00625,150-300
tfidf,trajectory_band,irish_examiner,0.01,,2025,203,0.014778325123152709,150-300
tfidf,trajectory_band,irish_examiner,0.01,,2026,74,0.013513513513513514,150-300
tfidf,trajectory_band,irish_examiner,0.01,,2019,565,0.019469026548672566,300-600
tfidf,trajectory_band,irish_examiner,0.01,,2020,666,0.0075075075075075074,300-600
tfidf,trajectory_band,irish_examiner,0.01,,2021,677,0.0029542097488921715,300-600
tfidf,trajectory_band,irish_examiner,0.01,,2022,603,0.008291873963515755,300-600
tfidf,trajectory_band,irish_examiner,0.01,,2023,628,0.006369426751592357,300-600
tfidf,trajectory_band,irish_examiner,0.01,,2024,627,0.023923444976076555,300-600
tfidf,trajectory_band,irish_examiner,0.01,,2025,793,0.02395964691046658,300-600
tfidf,trajectory_band,irish_examiner,0.01,,2026,341,0.008797653958944282,300-600
tfidf,trajectory_band,irish_examiner,0.01,,2019,407,0.004914004914004914,600-inf
tfidf,trajectory_band,irish_examiner,0.01,,2020,378,0.0026455026455026454,600-inf
tfidf,trajectory_band,irish_examiner,0.01,,2021,491,0.004073319755600814,600-inf
tfidf,trajectory_band,irish_examiner,0.01,,2022,523,0.0019120458891013384,600-inf
tfidf,trajectory_band,irish_examiner,0.01,,2023,527,0.011385199240986717,600-inf
tfidf,trajectory_band,irish_examiner,0.01,,2024,525,0.011428571428571429,600-inf
tfidf,trajectory_band,irish_examiner,0.01,,2025,852,0.011737089201877934,600-inf
tfidf,trajectory_band,irish_examiner,0.01,,2026,398,0.017587939698492462,600-inf
tfidf,trajectory_band,the_liberal,0.01,,2019,140,0.04285714285714286,0-150
tfidf,trajectory_band,the_liberal,0.01,,2020,1047,0.018147086914995225,0-150
tfidf,trajectory_band,the_liberal,0.01,,2021,1050,0.017142857142857144,0-150
tfidf,trajectory_band,the_liberal,0.01,,2022,969,0.026831785345717233,0-150
tfidf,trajectory_band,the_liberal,0.01,,2023,788,0.025380710659898477,0-150
tfidf,trajectory_band,the_liberal,0.01,,2024,435,0.05057471264367816,0-150
tfidf,trajectory_band,the_liberal,0.01,,2025,210,0.18571428571428572,0-150
tfidf,trajectory_band,the_liberal,0.01,,2026,54,0.14814814814814814,0-150
tfidf,trajectory_band,the_liberal,0.01,,2019,1079,0.0037071362372567192,150-300
tfidf,trajectory_band,the_liberal,0.01,,2020,327,0.012232415902140673,150-300
tfidf,trajectory_band,the_liberal,0.01,,2021,302,0.026490066225165563,150-300
tfidf,trajectory_band,the_liberal,0.01,,2022,284,0.09507042253521127,150-300
tfidf,trajectory_band,the_liberal,0.01,,2023,405,0.14074074074074075,150-300
tfidf,trajectory_band,the_liberal,0.01,,2024,646,0.1238390092879257,150-300
tfidf,trajectory_band,the_liberal,0.01,,2025,527,0.349146110056926,150-300
tfidf,trajectory_band,the_liberal,0.01,,2026,200,0.375,150-300
tfidf,trajectory_band,the_liberal,0.01,,2019,196,0.02040816326530612,300-600
tfidf,trajectory_band,the_liberal,0.01,,2021,41,0.0975609756097561,300-600
tfidf,trajectory_band,the_liberal,0.01,,2022,86,0.1744186046511628,300-600
tfidf,trajectory_band,the_liberal,0.01,,2023,241,0.17427385892116182,300-600
tfidf,trajectory_band,the_liberal,0.01,,2024,295,0.21016949152542372,300-600
tfidf,trajectory_band,the_liberal,0.01,,2025,775,0.3225806451612903,300-600
tfidf,trajectory_band,the_liberal,0.01,,2026,285,0.4842105263157895,300-600
tfidf,trajectory_band,the_liberal,0.01,,2024,40,0.6,600-inf
tfidf,trajectory_band,the_liberal,0.01,,2025,352,0.38636363636363635,600-inf
tfidf,trajectory_band,the_liberal,0.01,,2026,178,0.398876404494382,600-inf
tfidf,trajectory_band,gript,0.01,,2020,43,0.0,0-150
tfidf,trajectory_band,gript,0.01,,2019,86,0.023255813953488372,150-300
tfidf,trajectory_band,gript,0.01,,2020,240,0.0,150-300
tfidf,trajectory_band,gript,0.01,,2021,244,0.012295081967213115,150-300
tfidf,trajectory_band,gript,0.01,,2022,249,0.008032128514056224,150-300
tfidf,trajectory_band,gript,0.01,,2023,117,0.03418803418803419,150-300
tfidf,trajectory_band,gript,0.01,,2024,125,0.056,150-300
tfidf,trajectory_band,gript,0.01,,2025,154,0.03896103896103896,150-300
tfidf,trajectory_band,gript,0.01,,2026,51,0.0196078431372549,150-300
tfidf,trajectory_band,gript,0.01,,2019,128,0.015625,300-600
tfidf,trajectory_band,gript,0.01,,2020,480,0.004166666666666667,300-600
tfidf,trajectory_band,gript,0.01,,2021,667,0.005997001499250375,300-600
tfidf,trajectory_band,gript,0.01,,2022,780,0.011538461538461539,300-600
tfidf,trajectory_band,gript,0.01,,2023,437,0.020594965675057208,300-600
tfidf,trajectory_band,gript,0.01,,2024,408,0.049019607843137254,300-600
tfidf,trajectory_band,gript,0.01,,2025,527,0.11005692599620494,300-600
tfidf,trajectory_band,gript,0.01,,2026,256,0.16015625,300-600
tfidf,trajectory_band,gript,0.01,,2019,128,0.0,600-inf
tfidf,trajectory_band,gript,0.01,,2020,434,0.004608294930875576,600-inf
tfidf,trajectory_band,gript,0.01,,2021,565,0.0035398230088495575,600-inf
tfidf,trajectory_band,gript,0.01,,2022,1562,0.005761843790012804,600-inf
tfidf,trajectory_band,gript,0.01,,2023,876,0.007990867579908675,600-inf
tfidf,trajectory_band,gript,0.01,,2024,840,0.025,600-inf
tfidf,trajectory_band,gript,0.01,,2025,1073,0.036346691519105315,600-inf
tfidf,trajectory_band,gript,0.01,,2026,418,0.050239234449760764,600-inf
tfidf,trajectory_band,rte,0.05,,2019,230,0.043478260869565216,0-150
tfidf,trajectory_band,rte,0.05,,2020,139,0.007194244604316547,0-150
tfidf,trajectory_band,rte,0.05,,2021,134,0.022388059701492536,0-150
tfidf,trajectory_band,rte,0.05,,2022,146,0.0410958904109589,0-150
tfidf,trajectory_band,rte,0.05,,2023,113,0.035398230088495575,0-150
tfidf,trajectory_band,rte,0.05,,2024,161,0.043478260869565216,0-150
tfidf,trajectory_band,rte,0.05,,2025,215,0.037209302325581395,0-150
tfidf,trajectory_band,rte,0.05,,2026,73,0.0547945205479452,0-150
tfidf,trajectory_band,rte,0.05,,2019,436,0.05045871559633028,150-300
tfidf,trajectory_band,rte,0.05,,2020,390,0.023076923076923078,150-300
tfidf,trajectory_band,rte,0.05,,2021,332,0.045180722891566265,150-300
tfidf,trajectory_band,rte,0.05,,2022,364,0.06868131868131869,150-300
tfidf,trajectory_band,rte,0.05,,2023,299,0.056856187290969896,150-300
tfidf,trajectory_band,rte,0.05,,2024,318,0.0880503144654088,150-300
tfidf,trajectory_band,rte,0.05,,2025,409,0.09046454767726161,150-300
tfidf,trajectory_band,rte,0.05,,2026,170,0.11176470588235295,150-300
tfidf,trajectory_band,rte,0.05,,2019,491,0.06720977596741344,300-600
tfidf,trajectory_band,rte,0.05,,2020,512,0.033203125,300-600
tfidf,trajectory_band,rte,0.05,,2021,556,0.052158273381294966,300-600
tfidf,trajectory_band,rte,0.05,,2022,520,0.046153846153846156,300-600
tfidf,trajectory_band,rte,0.05,,2023,545,0.09357798165137615,300-600
tfidf,trajectory_band,rte,0.05,,2024,472,0.08686440677966102,300-600
tfidf,trajectory_band,rte,0.05,,2025,725,0.13793103448275862,300-600
tfidf,trajectory_band,rte,0.05,,2026,304,0.1611842105263158,300-600
tfidf,trajectory_band,rte,0.05,,2019,254,0.023622047244094488,600-inf
tfidf,trajectory_band,rte,0.05,,2020,342,0.023391812865497075,600-inf
tfidf,trajectory_band,rte,0.05,,2021,400,0.025,600-inf
tfidf,trajectory_band,rte,0.05,,2022,355,0.022535211267605635,600-inf
tfidf,trajectory_band,rte,0.05,,2023,406,0.04926108374384237,600-inf
tfidf,trajectory_band,rte,0.05,,2024,412,0.07524271844660194,600-inf
tfidf,trajectory_band,rte,0.05,,2025,583,0.0823327615780446,600-inf
tfidf,trajectory_band,rte,0.05,,2026,260,0.08846153846153847,600-inf
tfidf,trajectory_band,irish_examiner,0.05,,2019,137,0.029197080291970802,0-150
tfidf,trajectory_band,irish_examiner,0.05,,2020,108,0.018518518518518517,0-150
tfidf,trajectory_band,irish_examiner,0.05,,2021,52,0.038461538461538464,0-150
tfidf,trajectory_band,irish_examiner,0.05,,2025,63,0.031746031746031744,0-150
tfidf,trajectory_band,irish_examiner,0.05,,2019,308,0.03571428571428571,150-300
tfidf,trajectory_band,irish_examiner,0.05,,2020,260,0.011538461538461539,150-300
tfidf,trajectory_band,irish_examiner,0.05,,2021,203,0.024630541871921183,150-300
tfidf,trajectory_band,irish_examiner,0.05,,2022,193,0.03626943005181347,150-300
tfidf,trajectory_band,irish_examiner,0.05,,2023,190,0.021052631578947368,150-300
tfidf,trajectory_band,irish_examiner,0.05,,2024,160,0.0375,150-300
tfidf,trajectory_band,irish_examiner,0.05,,2025,203,0.034482758620689655,150-300
tfidf,trajectory_band,irish_examiner,0.05,,2026,74,0.05405405405405406,150-300
tfidf,trajectory_band,irish_examiner,0.05,,2019,565,0.07964601769911504,300-600
tfidf,trajectory_band,irish_examiner,0.05,,2020,666,0.03753753753753754,300-600
tfidf,trajectory_band,irish_examiner,0.05,,2021,677,0.022156573116691284,300-600
tfidf,trajectory_band,irish_examiner,0.05,,2022,603,0.04809286898839138,300-600
tfidf,trajectory_band,irish_examiner,0.05,,2023,628,0.052547770700636945,300-600
tfidf,trajectory_band,irish_examiner,0.05,,2024,627,0.07177033492822966,300-600
tfidf,trajectory_band,irish_examiner,0.05,,2025,793,0.07566204287515763,300-600
tfidf,trajectory_band,irish_examiner,0.05,,2026,341,0.06744868035190615,300-600
tfidf,trajectory_band,irish_examiner,0.05,,2019,407,0.02702702702702703,600-inf
tfidf,trajectory_band,irish_examiner,0.05,,2020,378,0.023809523809523808,600-inf
tfidf,trajectory_band,irish_examiner,0.05,,2021,491,0.024439918533604887,600-inf
tfidf,trajectory_band,irish_examiner,0.05,,2022,523,0.017208413001912046,600-inf
tfidf,trajectory_band,irish_examiner,0.05,,2023,527,0.04743833017077799,600-inf
tfidf,trajectory_band,irish_examiner,0.05,,2024,525,0.045714285714285714,600-inf
tfidf,trajectory_band,irish_examiner,0.05,,2025,852,0.04460093896713615,600-inf
tfidf,trajectory_band,irish_examiner,0.05,,2026,398,0.06532663316582915,600-inf
tfidf,trajectory_band,the_liberal,0.05,,2019,140,0.12142857142857143,0-150
tfidf,trajectory_band,the_liberal,0.05,,2020,1047,0.08882521489971347,0-150
tfidf,trajectory_band,the_liberal,0.05,,2021,1050,0.09238095238095238,0-150
tfidf,trajectory_band,the_liberal,0.05,,2022,969,0.14860681114551083,0-150
tfidf,trajectory_band,the_liberal,0.05,,2023,788,0.1814720812182741,0-150
tfidf,trajectory_band,the_liberal,0.05,,2024,435,0.2735632183908046,0-150
tfidf,trajectory_band,the_liberal,0.05,,2025,210,0.46190476190476193,0-150
tfidf,trajectory_band,the_liberal,0.05,,2026,54,0.42592592592592593,0-150
tfidf,trajectory_band,the_liberal,0.05,,2019,1079,0.03707136237256719,150-300
tfidf,trajectory_band,the_liberal,0.05,,2020,327,0.08256880733944955,150-300
tfidf,trajectory_band,the_liberal,0.05,,2021,302,0.12582781456953643,150-300
tfidf,trajectory_band,the_liberal,0.05,,2022,284,0.25704225352112675,150-300
tfidf,trajectory_band,the_liberal,0.05,,2023,405,0.38271604938271603,150-300
tfidf,trajectory_band,the_liberal,0.05,,2024,646,0.42105263157894735,150-300
tfidf,trajectory_band,the_liberal,0.05,,2025,527,0.6375711574952562,150-300
tfidf,trajectory_band,the_liberal,0.05,,2026,200,0.675,150-300
tfidf,trajectory_band,the_liberal,0.05,,2019,196,0.07142857142857142,300-600
tfidf,trajectory_band,the_liberal,0.05,,2021,41,0.2682926829268293,300-600
tfidf,trajectory_band,the_liberal,0.05,,2022,86,0.37209302325581395,300-600
tfidf,trajectory_band,the_liberal,0.05,,2023,241,0.42738589211618255,300-600
tfidf,trajectory_band,the_liberal,0.05,,2024,295,0.5254237288135594,300-600
tfidf,trajectory_band,the_liberal,0.05,,2025,775,0.6748387096774193,300-600
tfidf,trajectory_band,the_liberal,0.05,,2026,285,0.8140350877192982,300-600
tfidf,trajectory_band,the_liberal,0.05,,2024,40,0.8,600-inf
tfidf,trajectory_band,the_liberal,0.05,,2025,352,0.7215909090909091,600-inf
tfidf,trajectory_band,the_liberal,0.05,,2026,178,0.7528089887640449,600-inf
tfidf,trajectory_band,gript,0.05,,2020,43,0.0,0-150
tfidf,trajectory_band,gript,0.05,,2019,86,0.046511627906976744,150-300
tfidf,trajectory_band,gript,0.05,,2020,240,0.0375,150-300
tfidf,trajectory_band,gript,0.05,,2021,244,0.06557377049180328,150-300
tfidf,trajectory_band,gript,0.05,,2022,249,0.0642570281124498,150-300
tfidf,trajectory_band,gript,0.05,,2023,117,0.1623931623931624,150-300
tfidf,trajectory_band,gript,0.05,,2024,125,0.256,150-300
tfidf,trajectory_band,gript,0.05,,2025,154,0.22077922077922077,150-300
tfidf,trajectory_band,gript,0.05,,2026,51,0.1568627450980392,150-300
tfidf,trajectory_band,gript,0.05,,2019,128,0.0859375,300-600
tfidf,trajectory_band,gript,0.05,,2020,480,0.041666666666666664,300-600
tfidf,trajectory_band,gript,0.05,,2021,667,0.05847076461769116,300-600
tfidf,trajectory_band,gript,0.05,,2022,780,0.09230769230769231,300-600
tfidf,trajectory_band,gript,0.05,,2023,437,0.16475972540045766,300-600
tfidf,trajectory_band,gript,0.05,,2024,408,0.22794117647058823,300-600
tfidf,trajectory_band,gript,0.05,,2025,527,0.36622390891840606,300-600
tfidf,trajectory_band,gript,0.05,,2026,256,0.4140625,300-600
tfidf,trajectory_band,gript,0.05,,2019,128,0.03125,600-inf
tfidf,trajectory_band,gript,0.05,,2020,434,0.041474654377880185,600-inf
tfidf,trajectory_band,gript,0.05,,2021,565,0.03893805309734513,600-inf
tfidf,trajectory_band,gript,0.05,,2022,1562,0.05377720870678617,600-inf
tfidf,trajectory_band,gript,0.05,,2023,876,0.08789954337899543,600-inf
