article_id,outlet,period_fine,period,is_wire,drop_reason
4,rte,post,post,0.0,
8,rte,post,post,1.0,
12,rte,post,post,0.0,
16,rte,post,post,1.0,
20,rte,post,post,0.0,
24,rte,post,post,0.0,
28,rte,post,post,0.0,
32,rte,post,post,0.0,
36,rte,post,post,0.0,
40,rte,post,post,0.0,
44,rte,post,post,0.0,
48,rte,post,post,0.0,
52,rte,post,post,0.0,
56,rte,post,post,0.0,
60,rte,post,post,1.0,
64,rte,post,post,1.0,
68,rte,post,post,1.0,
72,rte,post,post,0.0,
76,rte,post,post,0.0,
80,rte,post,post,1.0,
84,rte,post,post,1.0,
88,rte,post,post,0.0,
92,rte,post,post,1.0,
96,rte,post,post,1.0,
100,rte,post,post,0.0,
104,rte,post,post,1.0,
108,rte,post,post,1.0,
112,rte,post,post,0.0,
116,rte,post,post,0.0,
120,rte,post,post,0.0,
124,rte,post,post,0.0,
128,rte,post,post,0.0,
132,rte,post,post,0.0,
136,rte,post,post,0.0,
140,rte,post,post,1.0,
144,rte,post,post,1.0,
148,rte,post,post,1.0,
152,rte,post,post,0.0,
156,rte,post,post,0.0,
160,rte,post,post,0.0,
164,rte,post,post,1.0,
168,rte,post,post,0.0,
172,rte,post,post,0.0,
176,rte,post,post,1.0,
180,rte,post,post,0.0,
184,rte,post,post,0.0,
188,rte,post,post,1.0,
192,rte,post,post,0.0,
196,rte,post,post,0.0,thin_lt400
200,rte,post,post,0.0,
204,rte,post,post,0.0,
208,rte,post,post,1.0,
212,rte,post,post,0.0,
216,rte,post,post,1.0,
220,rte,post,post,1.0,
224,rte,post,post,1.0,
228,rte,post,post,1.0,
232,rte,post,post,0.0,
236,rte,post,post,1.0,
240,rte,post,post,0.0,
244,rte,post,post,0.0,
248,rte,post,post,0.0,
252,rte,post,post,1.0,
256,rte,post,post,1.0,
260,rte,post,post,0.0,
264,rte,post,post,0.0,
268,rte,post,post,0.0,
272,rte,post,post,0.0,
276,rte,post,post,0.0,
280,rte,post,post,0.0,
284,rte,post,post,0.0,
288,rte,post,post,0.0,
292,rte,post,post,0.0,
296,rte,post,post,1.0,
300,rte,post,post,0.0,
304,rte,post,post,0.0,
308,rte,post,post,0.0,
312,rte,post,post,1.0,
316,rte,post,post,1.0,
320,rte,post,post,0.0,
324,rte,post,post,1.0,
328,rte,post,post,1.0,
332,rte,post,post,0.0,
336,rte,post,post,1.0,
340,rte,post,post,0.0,
344,rte,post,post,1.0,
348,rte,post,post,1.0,
352,rte,post,post,0.0,
356,rte,post,post,0.0,
360,rte,post,post,1.0,
364,rte,post,post,1.0,
368,rte,post,post,0.0,
372,rte,post,post,1.0,
376,rte,post,post,0.0,
380,rte,post,post,0.0,
384,rte,post,post,0.0,
388,rte,post,post,0.0,
392,rte,post,post,0.0,
396,rte,post,post,0.0,
400,rte,post,post,0.0,
404,rte,post,post,1.0,
408,rte,post,post,1.0,
412,rte,post,post,0.0,
416,rte,post,post,0.0,
420,rte,post,post,1.0,
424,rte,post,post,1.0,
428,rte,post,post,1.0,
432,rte,post,post,1.0,
436,rte,post,post,0.0,
440,rte,post,post,1.0,
444,rte,post,post,0.0,
448,rte,post,post,0.0,
452,rte,post,post,0.0,thin_lt400
456,rte,post,post,0.0,
460,rte,post,post,1.0,
464,rte,post,post,0.0,
468,rte,post,post,0.0,
472,rte,post,post,0.0,
476,rte,post,post,1.0,
480,rte,post,post,1.0,
484,rte,post,post,0.0,
488,rte,post,post,0.0,
492,rte,post,post,0.0,
496,rte,post,post,1.0,
500,rte,post,post,1.0,
504,rte,post,post,0.0,
508,rte,post,post,1.0,
512,rte,post,post,0.0,thin_lt400
516,rte,post,post,0.0,
520,rte,post,post,0.0,
524,rte,post,post,0.0,
528,rte,post,post,0.0,
532,rte,post,post,0.0,
536,rte,post,post,0.0,
540,rte,post,post,1.0,
544,rte,post,post,0.0,
548,rte,post,post,0.0,thin_lt400
552,rte,post,post,1.0,
556,rte,post,post,0.0,
560,rte,post,post,1.0,
564,rte,post,post,0.0,
568,rte,post,post,1.0,
572,rte,post,post,0.0,thin_lt400
576,rte,post,post,1.0,
580,rte,post,post,0.0,
584,rte,post,post,0.0,
588,rte,post,post,0.0,
592,rte,post,post,0.0,
596,rte,post,post,1.0,
600,rte,post,post,1.0,
604,rte,post,post,1.0,
608,rte,post,post,0.0,
612,rte,post,post,1.0,
616,rte,post,post,0.0,
620,rte,post,post,1.0,
624,rte,post,post,0.0,
628,rte,post,post,0.0,
632,rte,post,post,0.0,
636,rte,post,post,0.0,
640,rte,post,post,0.0,
644,rte,post,post,1.0,
648,rte,post,post,0.0,
652,rte,post,post,0.0,
656,rte,post,post,0.0,
660,rte,post,post,1.0,
664,rte,post,post,0.0,
668,rte,post,post,1.0,
672,rte,post,post,0.0,
676,rte,post,post,0.0,
680,rte,post,post,0.0,
684,rte,post,post,0.0,
688,rte,post,post,0.0,
692,rte,post,post,1.0,
696,rte,post,post,0.0,
700,rte,post,post,1.0,
704,rte,post,post,1.0,
708,rte,post,post,0.0,
712,rte,post,post,0.0,
716,rte,post,post,1.0,
720,rte,post,post,1.0,
724,rte,post,post,0.0,
728,rte,post,post,0.0,
732,rte,post,post,0.0,
736,rte,post,post,1.0,
740,rte,post,post,0.0,
744,rte,post,post,0.0,
748,rte,post,post,1.0,
752,rte,post,post,0.0,
756,rte,post,post,0.0,
760,rte,post,post,1.0,
764,rte,post,post,0.0,
768,rte,post,post,1.0,
772,rte,post,post,1.0,
776,rte,post,post,0.0,
780,rte,post,post,0.0,
784,rte,post,post,1.0,
788,rte,post,post,0.0,
792,rte,post,post,1.0,
796,rte,post,post,0.0,
800,rte,post,post,1.0,
804,rte,post,post,1.0,
808,rte,post,post,0.0,
812,rte,post,post,1.0,
816,rte,post,post,0.0,
820,rte,post,post,1.0,
824,rte,post,post,1.0,
828,rte,post,post,1.0,
832,rte,post,post,0.0,
836,rte,post,post,0.0,
840,rte,post,post,0.0,
844,rte,post,post,0.0,
848,rte,post,post,1.0,
852,rte,post,post,1.0,
856,rte,post,post,0.0,
860,rte,post,post,0.0,
864,rte,post,post,0.0,
868,rte,post,post,0.0,
872,rte,post,post,0.0,
876,rte,post,post,0.0,
880,rte,post,post,0.0,
884,rte,post,post,0.0,
888,rte,post,post,0.0,
892,rte,post,post,0.0,
896,rte,post,post,0.0,
900,rte,post,post,0.0,
904,rte,post,post,0.0,
908,rte,post,post,0.0,
912,rte,post,post,0.0,
916,rte,post,post,1.0,
920,rte,post,post,0.0,
924,rte,post,post,0.0,
928,rte,post,post,0.0,
932,rte,post,post,1.0,
936,rte,post,post,0.0,
940,rte,post,post,1.0,
944,rte,post,post,0.0,
948,rte,post,post,0.0,
952,rte,post,post,1.0,
956,rte,post,post,1.0,
960,rte,post,post,0.0,
964,rte,post,post,0.0,
968,rte,post,post,0.0,
972,rte,post,post,0.0,
976,rte,post,post,0.0,
980,rte,post,post,0.0,
984,rte,post,post,0.0,
988,rte,post,post,0.0,
992,rte,post,post,0.0,thin_lt400
996,rte,post,post,0.0,
1000,rte,post,post,0.0,
1004,rte,post,post,0.0,
1008,rte,post,post,1.0,
1012,rte,post,post,0.0,
1016,rte,post,post,0.0,
1020,rte,post,post,0.0,
1024,rte,post,post,1.0,
1028,rte,post,post,0.0,
1032,rte,post,post,1.0,
1036,rte,post,post,0.0,
1040,rte,post,post,0.0,
1044,rte,post,post,1.0,
1048,rte,post,post,0.0,
1052,rte,post,post,0.0,
1056,rte,post,post,1.0,
1060,rte,post,post,1.0,
1064,rte,post,post,1.0,
1068,rte,post,post,0.0,
1072,rte,post,post,0.0,
1076,rte,post,post,0.0,
1080,rte,post,post,0.0,
1084,rte,post,post,0.0,
1088,rte,post,post,0.0,
1092,rte,post,post,1.0,
1096,rte,post,post,0.0,
1100,rte,post,post,0.0,
1104,rte,post,post,0.0,
1108,rte,post,post,0.0,
1112,rte,post,post,0.0,
1116,rte,post,post,0.0,
1120,rte,post,post,0.0,
1124,rte,post,post,1.0,
1128,rte,post,post,1.0,
1132,rte,post,post,0.0,
1136,rte,post,post,1.0,
1140,rte,post,post,0.0,
1144,rte,post,post,1.0,
1148,rte,post,post,1.0,
1152,rte,post,post,1.0,
1156,rte,post,post,0.0,
1160,rte,post,post,1.0,
1164,rte,post,post,1.0,
1168,rte,post,post,1.0,
1172,rte,post,post,0.0,
1176,rte,post,post,0.0,
1180,rte,post,post,0.0,
1184,rte,post,post,1.0,
1188,rte,post,post,1.0,
1192,rte,post,post,0.0,
1196,rte,post,post,1.0,
1200,rte,post,post,0.0,
1204,rte,post,post,1.0,
1208,rte,post,post,0.0,
1212,rte,post,post,0.0,
1216,rte,post,post,0.0,
1220,rte,post,post,0.0,
1224,rte,post,post,1.0,
1228,rte,post,post,1.0,
1232,rte,post,post,1.0,
1236,rte,post,post,0.0,
1240,rte,post,post,0.0,
1244,rte,post,post,1.0,
1248,rte,post,post,0.0,
1252,rte,post,post,0.0,
1256,rte,post,post,1.0,
1260,rte,post,post,1.0,
1264,rte,post,post,0.0,
1268,rte,post,post,0.0,
1272,rte,post,post,0.0,thin_lt400
1276,rte,post,post,0.0,
1280,rte,post,post,0.0,
1284,rte,post,post,0.0,
1288,rte,post,post,1.0,
1292,rte,post,post,0.0,
1296,rte,post,post,0.0,
1300,rte,post,post,1.0,
1304,rte,post,post,1.0,
1308,rte,post,post,0.0,
1312,rte,post,post,0.0,
1316,rte,post,post,0.0,
1320,rte,post,post,0.0,
1324,rte,post,post,0.0,
1328,rte,post,post,1.0,
1332,rte,post,post,1.0,
1336,rte,post,post,0.0,
1340,rte,post,post,0.0,
1344,rte,post,post,1.0,
1348,rte,post,post,0.0,
1352,rte,post,post,0.0,
1356,rte,post,post,0.0,
1360,rte,post,post,0.0,
1364,rte,post,post,0.0,
1368,rte,post,post,0.0,
1372,rte,post,post,1.0,
1376,rte,post,post,0.0,
1380,rte,post,post,0.0,
1384,rte,post,post,1.0,
1388,rte,post,post,0.0,
1392,rte,post,post,0.0,
1396,rte,post,post,0.0,
1400,rte,post,post,0.0,
1404,rte,post,post,0.0,
1408,rte,post,post,1.0,
1412,rte,post,post,1.0,
1416,rte,post,post,0.0,
1420,rte,post,post,0.0,
1424,rte,post,post,1.0,
1428,rte,post,post,0.0,
1432,rte,post,post,1.0,
1436,rte,post,post,1.0,
1440,rte,post,post,1.0,
1444,rte,post,post,0.0,
1448,rte,post,post,0.0,
1452,rte,post,post,1.0,
1456,rte,post,post,1.0,
1460,rte,post,post,0.0,thin_lt400
1464,rte,post,post,0.0,
1468,rte,post,post,1.0,
1472,rte,post,post,1.0,
1476,rte,post,post,1.0,
1480,rte,post,post,0.0,
1484,rte,post,post,0.0,
1488,rte,post,post,1.0,
1492,rte,post,post,0.0,
1496,rte,post,post,0.0,
1500,rte,post,post,1.0,
1504,rte,post,post,0.0,
1508,rte,post,post,1.0,
1512,rte,post,post,0.0,
1516,rte,post,post,0.0,
1520,rte,post,post,1.0,
1524,rte,post,post,0.0,
1528,rte,post,post,1.0,
1532,rte,post,post,0.0,
1536,rte,post,post,1.0,
1540,rte,post,post,0.0,
1544,rte,post,post,0.0,
1548,rte,post,post,1.0,
1552,rte,post,post,0.0,
1556,rte,post,post,1.0,
1560,rte,post,post,0.0,
1564,rte,post,post,1.0,
1568,rte,post,post,0.0,
1572,rte,post,post,0.0,
1576,rte,post,post,0.0,
1580,rte,post,post,0.0,
1584,rte,post,post,0.0,
1588,rte,post,post,0.0,
1592,rte,post,post,0.0,
1596,rte,post,post,1.0,
1600,rte,post,post,0.0,
1604,rte,post,post,1.0,
1608,rte,post,post,0.0,
1612,rte,post,post,0.0,
1616,rte,post,post,0.0,
1620,rte,post,post,0.0,
1624,rte,post,post,0.0,
1628,rte,post,post,1.0,
1632,rte,post,post,0.0,
1636,rte,post,post,0.0,
1640,rte,post,post,0.0,
1644,rte,post,post,0.0,
1648,rte,post,post,0.0,
1652,rte,post,post,1.0,
1656,rte,post,post,0.0,
1660,rte,post,post,0.0,
1664,rte,post,post,1.0,
1668,rte,post,post,0.0,
1672,rte,post,post,1.0,
1676,rte,post,post,0.0,
1680,rte,post,post,1.0,
1684,rte,post,post,0.0,
1688,rte,post,post,1.0,
1692,rte,post,post,1.0,
1696,rte,post,post,0.0,
1700,rte,post,post,1.0,
1704,rte,post,post,1.0,
1708,rte,post,post,0.0,
1712,rte,post,post,0.0,
1716,rte,post,post,1.0,
1720,rte,post,post,0.0,
1724,rte,post,post,0.0,
1728,rte,post,post,0.0,
1732,rte,post,post,0.0,
1736,rte,post,post,0.0,
1740,rte,post,post,0.0,
1744,rte,post,post,0.0,
1748,rte,post,post,0.0,
1752,rte,post,post,0.0,
1756,rte,post,post,0.0,
1760,rte,post,post,1.0,
1764,rte,post,post,0.0,
1768,rte,post,post,0.0,
1772,rte,post,post,0.0,
1776,rte,post,post,0.0,
1780,rte,post,post,0.0,
1784,rte,post,post,0.0,
1788,rte,post,post,0.0,
1792,rte,post,post,0.0,
1796,rte,post,post,0.0,
1800,rte,post,post,1.0,
1804,rte,post,post,0.0,
1808,rte,post,post,0.0,
1812,rte,post,post,1.0,
1816,rte,post,post,0.0,
1820,rte,post,post,0.0,
1824,rte,post,post,0.0,
1828,rte,post,post,1.0,
1832,rte,post,post,1.0,
1836,rte,post,post,1.0,
1840,rte,post,post,0.0,
1844,rte,post,post,1.0,
1848,rte,post,post,1.0,
1852,rte,post,post,1.0,
1856,rte,post,post,0.0,
1860,rte,post,post,1.0,
1864,rte,post,post,1.0,
1868,rte,post,post,0.0,
1872,rte,post,post,0.0,
1876,rte,post,post,0.0,
1880,rte,post,post,0.0,
1884,rte,post,post,0.0,
1888,rte,post,post,0.0,
1892,rte,post,post,0.0,
1896,rte,post,post,0.0,
1900,rte,post,post,0.0,
1904,rte,post,post,1.0,
1908,rte,post,post,1.0,
1912,rte,post,post,0.0,
1916,rte,post,post,0.0,
1920,rte,post,post,0.0,
1924,rte,post,post,0.0,
1928,rte,post,post,0.0,
1932,rte,post,post,0.0,
1936,rte,post,post,0.0,
1940,rte,post,post,0.0,
1944,rte,post,post,1.0,
1948,rte,post,post,0.0,
1952,rte,post,post,0.0,
1956,rte,post,post,0.0,
1960,rte,post,post,0.0,
1964,rte,post,post,0.0,
1968,rte,post,post,0.0,
1972,rte,post,post,0.0,
1976,rte,post,post,1.0,
1980,rte,post,post,1.0,
1984,rte,post,post,0.0,
1988,rte,post,post,1.0,
1992,rte,post,post,0.0,
1996,rte,post,post,1.0,
2000,rte,post,post,0.0,
2004,rte,post,post,0.0,
2008,rte,post,post,0.0,
2012,rte,post,post,1.0,
2016,rte,post,post,0.0,
2020,rte,post,post,0.0,
2024,rte,post,post,1.0,
2028,rte,post,post,0.0,
2032,rte,post,post,0.0,
2036,rte,post,post,0.0,
2040,rte,post,post,1.0,
2044,rte,post,post,0.0,
2048,rte,post,post,0.0,
2052,rte,post,post,0.0,
2056,rte,post,post,1.0,
2060,rte,post,post,1.0,
2064,rte,post,post,0.0,
2068,rte,post,post,1.0,
2072,rte,post,post,0.0,
2076,rte,post,post,1.0,
2080,rte,post,post,0.0,
2084,rte,post,post,0.0,
2088,rte,post,post,0.0,
2092,rte,post,post,0.0,
2096,rte,post,post,0.0,
2100,rte,post,post,0.0,
2104,rte,post,post,0.0,
2108,rte,post,post,1.0,
2112,rte,post,post,0.0,
2116,rte,post,post,1.0,
2120,rte,post,post,1.0,
2124,rte,post,post,0.0,
2128,rte,post,post,1.0,
2132,rte,post,post,0.0,
2136,rte,post,post,0.0,
2140,rte,post,post,1.0,
2144,rte,post,post,0.0,
2148,rte,post,post,1.0,
2152,rte,post,post,1.0,
2156,rte,post,post,0.0,
2160,rte,post,post,0.0,
2164,rte,post,post,1.0,
2168,rte,post,post,1.0,
2172,rte,post,post,0.0,
2176,rte,post,post,0.0,
2180,rte,post,post,0.0,
2184,rte,post,post,0.0,
2188,rte,post,post,0.0,
2192,rte,post,post,0.0,
2196,rte,post,post,1.0,
2200,rte,post,post,1.0,
2204,rte,post,post,0.0,
2208,rte,post,post,0.0,
2212,rte,post,post,0.0,
2216,rte,post,post,0.0,
2220,rte,post,post,0.0,
2224,rte,post,post,0.0,
2228,rte,post,post,0.0,
2232,rte,post,post,1.0,
2236,rte,post,post,1.0,
2240,rte,post,post,0.0,
2244,rte,post,post,0.0,
2248,rte,post,post,0.0,thin_lt400
2252,rte,post,post,1.0,
2256,rte,post,post,0.0,
2260,rte,post,post,1.0,
2264,rte,post,post,0.0,
2268,rte,post,post,0.0,
2272,rte,post,post,1.0,
2276,rte,post,post,0.0,
2280,rte,post,post,0.0,
2284,rte,post,post,0.0,
2288,rte,post,post,0.0,
2292,rte,post,post,0.0,
2296,rte,post,post,0.0,
2300,rte,post,post,1.0,
2304,rte,post,post,1.0,
2308,rte,post,post,1.0,
2312,rte,post,post,0.0,
2316,rte,post,post,0.0,
2320,rte,post,post,0.0,
2324,rte,post,post,0.0,
2328,rte,post,post,0.0,
2332,rte,post,post,1.0,
2336,rte,post,post,0.0,
2340,rte,post,post,1.0,
2344,rte,post,post,0.0,
2348,rte,post,post,1.0,
2352,rte,post,post,0.0,
2356,rte,post,post,0.0,
2360,rte,post,post,0.0,
2364,rte,post,post,0.0,
2368,rte,post,post,1.0,
2372,rte,post,post,0.0,
2376,rte,post,post,0.0,
2380,rte,post,post,1.0,
2384,rte,post,post,1.0,
2388,rte,post,post,1.0,
2392,rte,post,post,0.0,
2396,rte,post,post,0.0,
2400,rte,post,post,1.0,
2404,rte,post,post,0.0,
2408,rte,post,post,0.0,
2412,rte,post,post,0.0,
2416,rte,post,post,1.0,
2420,rte,post,post,0.0,
2424,rte,post,post,0.0,
2428,rte,post,post,0.0,
2432,rte,post,post,0.0,
2436,rte,post,post,0.0,
2440,rte,post,post,1.0,
2444,rte,post,post,1.0,
2448,rte,post,post,0.0,
2452,rte,post,post,0.0,thin_lt400
2456,rte,post,post,0.0,
2460,rte,post,post,0.0,
2464,rte,post,post,0.0,
2468,rte,post,post,0.0,
2472,rte,post,post,0.0,
2476,rte,post,post,0.0,
2480,rte,post,post,0.0,
2484,rte,post,post,0.0,
2488,rte,post,post,0.0,
2492,rte,post,post,1.0,
2496,rte,post,post,0.0,
2500,rte,post,post,0.0,
2504,rte,post,post,0.0,
2508,rte,post,post,1.0,
2512,rte,post,post,0.0,
2516,rte,post,post,0.0,
2520,rte,post,post,0.0,
2524,rte,post,post,0.0,
2528,rte,post,post,0.0,
2532,rte,post,post,0.0,
2536,rte,post,post,1.0,
2540,rte,post,post,0.0,
2544,rte,post,post,1.0,
2548,rte,post,post,0.0,
2552,rte,post,post,0.0,
2556,rte,post,post,1.0,
2560,rte,post,post,1.0,
2564,rte,post,post,0.0,
2568,rte,post,post,0.0,
2572,rte,post,post,1.0,
2576,rte,post,post,1.0,
2580,rte,post,post,0.0,
2584,rte,post,post,0.0,
2588,rte,post,post,0.0,
2592,rte,post,post,1.0,
2596,rte,post,post,1.0,
2600,rte,post,post,0.0,
2604,rte,post,post,1.0,
2608,rte,post,post,0.0,
2612,rte,post,post,0.0,
2616,rte,post,post,1.0,
2620,rte,post,post,0.0,
2624,rte,post,post,1.0,
2628,rte,post,post,1.0,
2632,rte,post,post,0.0,
2636,rte,post,post,0.0,
2640,rte,post,post,0.0,
2644,rte,post,post,0.0,
2648,rte,post,post,1.0,
2652,rte,post,post,0.0,
2656,rte,post,post,0.0,
2660,rte,post,post,1.0,
2664,rte,post,post,0.0,
2668,rte,post,post,0.0,
2672,rte,post,post,1.0,
2676,rte,post,post,0.0,
2680,rte,post,post,0.0,
2684,rte,post,post,1.0,
2688,rte,post,post,1.0,
2692,rte,post,post,0.0,
2696,rte,post,post,0.0,
2700,rte,post,post,0.0,
2704,rte,post,post,0.0,
2708,rte,post,post,0.0,
2712,rte,post,post,1.0,
2716,rte,post,post,0.0,
2720,rte,post,post,0.0,
2724,rte,post,post,0.0,
2728,rte,post,post,0.0,
2732,rte,post,post,0.0,
2736,rte,post,post,1.0,
2740,rte,post,post,0.0,
2744,rte,post,post,0.0,
2748,rte,post,post,1.0,
2752,rte,post,post,0.0,
2756,rte,post,post,0.0,
2760,rte,post,post,0.0,
2764,rte,post,post,1.0,
2768,rte,post,post,1.0,
2772,rte,post,post,0.0,
2776,rte,post,post,0.0,
2780,rte,post,post,1.0,
2784,rte,post,post,0.0,
2788,rte,post,post,0.0,
2792,rte,post,post,1.0,
2796,rte,post,post,0.0,
2800,rte,post,post,0.0,
2804,rte,post,post,0.0,
2808,rte,post,post,1.0,
2812,rte,post,post,1.0,
2816,rte,post,post,1.0,
2820,rte,post,post,0.0,
2824,rte,post,post,1.0,
2828,rte,post,post,0.0,
2832,rte,post,post,1.0,
2836,rte,post,post,1.0,
2840,rte,post,post,0.0,
2844,rte,post,post,0.0,
2848,rte,post,post,1.0,
2852,rte,post,post,0.0,
2856,rte,post,post,0.0,
2860,rte,post,post,1.0,
2864,rte,post,post,1.0,
2868,rte,post,post,0.0,
2872,rte,post,post,0.0,
2876,rte,post,post,0.0,
2880,rte,post,post,0.0,
2884,rte,post,post,1.0,
2888,rte,post,post,1.0,
2892,rte,post,post,1.0,
2896,rte,post,post,0.0,
2900,rte,post,post,0.0,
2904,rte,post,post,1.0,
2908,rte,post,post,1.0,
2912,rte,post,post,0.0,
2916,rte,post,post,0.0,
2920,rte,post,post,0.0,
2924,rte,post,post,1.0,
2928,rte,post,post,1.0,
2932,rte,post,post,1.0,
2936,rte,post,post,0.0,
2940,rte,post,post,1.0,
2944,rte,post,post,0.0,
2948,rte,post,post,0.0,
2952,rte,post,post,0.0,
2956,rte,post,post,0.0,
2960,rte,post,post,1.0,
2964,rte,post,post,1.0,
2968,rte,post,post,0.0,thin_lt400
2972,rte,post,post,1.0,
2976,rte,post,post,1.0,
2980,rte,post,post,1.0,
2984,rte,post,post,1.0,
2988,rte,post,post,1.0,
2992,rte,post,post,0.0,
2996,rte,post,post,0.0,
3000,rte,post,post,1.0,
3004,rte,post,post,1.0,
3008,rte,post,post,1.0,
3012,rte,post,post,0.0,
3016,rte,post,post,0.0,
3020,rte,post,post,0.0,
3024,rte,post,post,0.0,
3028,rte,post,post,0.0,
3032,rte,post,post,0.0,
3036,rte,post,post,0.0,
3040,rte,post,post,0.0,
3044,rte,post,post,1.0,
3048,rte,post,post,1.0,
3052,rte,post,post,0.0,
3056,rte,post,post,0.0,
3060,rte,post,post,0.0,
3064,rte,post,post,0.0,
3068,rte,post,post,1.0,
3072,rte,post,post,1.0,
3076,rte,post,post,0.0,
3080,rte,post,post,0.0,
3084,rte,post,post,1.0,
3088,rte,post,post,0.0,
3092,rte,post,post,1.0,
3096,rte,post,post,1.0,
3100,rte,post,post,0.0,
3104,rte,post,post,0.0,
3108,rte,post,post,0.0,
3112,rte,post,post,0.0,
3116,rte,post,post,0.0,
3120,rte,post,post,1.0,
3124,rte,post,post,0.0,
3128,rte,post,post,0.0,
3132,rte,post,post,1.0,
3136,rte,post,post,1.0,
3140,rte,post,post,0.0,
3144,rte,post,post,0.0,
3148,rte,post,post,0.0,
3152,rte,post,post,1.0,
3156,rte,post,post,0.0,
3160,rte,post,post,1.0,
3164,rte,post,post,0.0,
3168,rte,post,post,0.0,
3172,rte,post,post,0.0,
3176,rte,post,post,0.0,
3180,rte,post,post,0.0,
3184,rte,post,post,0.0,
3188,rte,post,post,0.0,
3192,rte,post,post,0.0,
3196,rte,post,post,0.0,
3200,rte,post,post,0.0,
3204,rte,post,post,1.0,
3208,rte,post,post,1.0,
3212,rte,post,post,0.0,
3216,rte,post,post,0.0,thin_lt400
3220,rte,post,post,1.0,
3224,rte,post,post,0.0,
3228,rte,post,post,0.0,
3232,rte,post,post,0.0,
3236,rte,post,post,0.0,
3240,rte,post,post,0.0,
3244,rte,post,post,0.0,
3248,rte,post,post,0.0,
3252,rte,post,post,0.0,
3256,rte,post,post,1.0,
3260,rte,post,post,0.0,
3264,rte,post,post,0.0,
3268,rte,post,post,0.0,
3272,rte,post,post,0.0,
3276,rte,post,post,1.0,
3280,rte,post,post,0.0,
3284,rte,post,post,1.0,
3288,rte,post,post,0.0,
3292,rte,post,post,0.0,
3296,rte,post,post,1.0,
3300,rte,post,post,1.0,
3304,rte,post,post,0.0,
3308,rte,post,post,0.0,
3312,rte,post,post,1.0,
3316,rte,post,post,1.0,
3320,rte,post,post,0.0,
3324,rte,post,post,0.0,
3328,rte,post,post,1.0,
3332,rte,post,post,1.0,
3336,rte,post,post,0.0,
3340,rte,post,post,0.0,
3344,rte,post,post,1.0,
3348,rte,post,post,0.0,
3352,rte,post,post,0.0,
3356,rte,post,post,0.0,
3360,rte,post,post,0.0,
3364,rte,post,post,0.0,
3368,rte,post,post,1.0,
3372,rte,post,post,0.0,
3376,rte,post,post,0.0,
3380,rte,post,post,0.0,
3384,rte,post,post,1.0,
3388,rte,post,post,0.0,
3392,rte,post,post,1.0,
3396,rte,post,post,0.0,
3400,rte,post,post,1.0,
3404,rte,post,post,0.0,
3408,rte,post,post,1.0,
3412,rte,post,post,0.0,
3416,rte,post,post,0.0,
3420,rte,post,post,1.0,
3424,rte,post,post,0.0,
3428,rte,post,post,1.0,
3432,rte,post,post,0.0,
3436,rte,post,post,0.0,
3440,rte,post,post,1.0,
3444,rte,post,post,0.0,thin_lt400
3448,rte,post,post,0.0,thin_lt400
3452,rte,post,post,0.0,
3456,rte,post,post,0.0,
3460,rte,post,post,0.0,
3464,rte,post,post,1.0,
3468,rte,post,post,1.0,
3472,rte,post,post,0.0,
3476,rte,post,post,1.0,
3480,rte,post,post,1.0,
3484,rte,post,post,1.0,
3488,rte,post,post,1.0,
3492,rte,post,post,0.0,
3496,rte,post,post,0.0,
3500,rte,post,post,0.0,
3504,rte,post,post,0.0,
3508,rte,post,post,0.0,
3512,rte,post,post,0.0,
3516,rte,post,post,0.0,
3520,rte,post,post,0.0,
3524,rte,post,post,1.0,
3528,rte,post,post,0.0,
3532,rte,post,post,1.0,
3536,rte,post,post,0.0,
3540,rte,post,post,0.0,
3544,rte,post,post,0.0,
3548,rte,post,post,1.0,
3552,rte,post,post,0.0,
3556,rte,post,post,0.0,
3560,rte,post,post,0.0,
3564,rte,post,post,0.0,
3568,rte,post,post,1.0,
3572,rte,post,post,0.0,
3576,rte,post,post,1.0,
3580,rte,post,post,0.0,
3584,rte,post,post,0.0,
3588,rte,post,post,0.0,
3592,rte,post,post,0.0,
3596,rte,post,post,0.0,
3600,rte,post,post,1.0,
3604,rte,post,post,1.0,
3608,rte,post,post,0.0,
3612,rte,post,post,1.0,
3616,rte,post,post,0.0,
3620,rte,post,post,1.0,
3624,rte,post,post,0.0,
3628,rte,post,post,0.0,
3632,rte,post,post,0.0,
3636,rte,post,post,1.0,
3640,rte,post,post,0.0,
3644,rte,post,post,0.0,
3648,rte,post,post,0.0,
3652,rte,post,post,1.0,
3656,rte,post,post,0.0,
3660,rte,post,post,1.0,
3664,rte,post,post,0.0,
3668,rte,post,post,0.0,
3672,rte,post,post,0.0,
3676,rte,post,post,1.0,
3680,rte,post,post,0.0,
3684,rte,post,post,0.0,thin_lt400
3688,rte,post,post,1.0,
3692,rte,post,post,0.0,
3696,rte,post,post,0.0,
3700,rte,post,post,0.0,
3704,rte,post,post,1.0,
3708,rte,post,post,0.0,
3712,rte,post,post,0.0,thin_lt400
3716,rte,post,post,0.0,
3720,rte,post,post,0.0,
3724,rte,post,post,0.0,
3728,rte,post,post,0.0,
3732,rte,post,post,0.0,
3736,rte,post,post,0.0,
3740,rte,post,post,0.0,
3744,rte,post,post,0.0,
3748,rte,post,post,1.0,
3752,rte,post,post,0.0,thin_lt400
3756,rte,post,post,0.0,
3760,rte,post,post,0.0,
3764,rte,post,post,0.0,
